Instrument,ScoreGroup,Start,Duration,End
Alto Saxophone,Lyrical Etude,13.374693878,55.100952381,68.475646259
Alto Saxophone,Technical Etude,75.789931973,137.647891156,213.43782312899998
Alto Saxophone,Chromatic Scale,230.527709751,17.275646259,247.80335601000002
Alto Saxophone,Major Scales,255.233741497,130.960544218,386.194285715
Alto Saxophone,Sight-Reading,394.274829932,86.029931973,480.30476190499996
