Instrument,ScoreGroup,Start,Duration,End
Bb Clarinet,Lyrical Etude,19.319002268,95.10893424,114.42793650799999
Bb Clarinet,Technical Etude,123.344399093,35.480090703,158.82448979600002
Bb Clarinet,Chromatic Scale,165.14031746,13.18893424,178.32925170000001
Bb Clarinet,Major Scales,185.388117914,104.3969161,289.78503401399996
Bb Clarinet,Sight-Reading,295.183673469,50.782040816,345.965714285
