Instrument,ScoreGroup,Start,Duration,End
Flute,Lyrical Etude,18.018685,95.480454,113.499139
Flute,Technical Etude,117.55102,38.661224,156.212244
Flute,Chromatic Scale,163.526531,27.428571,190.955102
Flute,Major Scales,198.269388,122.514286,320.783674
Flute,Sight-Reading,327.836735,96.914286,424.751021
