Instrument,ScoreGroup,Start,Duration,End
Bb Clarinet,Lyrical Etude,11.75510204,68.440816326,80.195918366
Bb Clarinet,Technical Etude,86.465306122,30.563265306,117.028571428
Bb Clarinet,Chromatic Scale,126.693877551,12.53877551,139.232653061
Bb Clarinet,Major Scales,146.93877551,101.35510204,248.29387755
Bb Clarinet,Sight-Reading,253.387755102,58.253061224,311.640816326
