Instrument,ScoreGroup,Start,Duration,End
Bb Clarinet,Lyrical Etude,12.956734694,116.924081633,129.880816327
Bb Clarinet,Technical Etude,135.523265306,20.584489796,156.107755102
Bb Clarinet,Chromatic Scale,163.526530612,13.270204082,176.79673469399998
Bb Clarinet,Major Scales,184.32,107.937959184,292.257959184
Bb Clarinet,Sight-Reading,294.034285714,39.915102041,333.94938775500003
