Instrument,ScoreGroup,Start,Duration,End
Flute,Lyrical Etude,15.32517,110.759184,126.084354
Flute,Technical Etude,131.889342,44.117914,176.00725599999998
Flute,Chromatic Scale,182.741043,13.467574,196.208617
Flute,Major Scales,205.148299,100.078005,305.226304
Flute,Sight-Reading,310.334694,55.031293,365.365987
