Instrument,ScoreGroup,Start,Duration,End
Flute,Lyrical Etude,13.757823,120.511565,134.269388
Flute,Technical Etude,139.958277,53.115646,193.073923
Flute,Chromatic Scale,201.491156,19.098413,220.58956899999998
Flute,Major Scales,226.452608,113.661678,340.114286
Flute,Sight-Reading,345.454875,68.092517,413.547392
