Instrument,ScoreGroup,Start,Duration,End
Oboe,Lyrical Etude,14.495253,96.533833,111.029086
Oboe,Technical Etude,121.502097,56.918534,178.42063100000001
Oboe,Chromatic Scale,185.250855,11.839055,197.08991
Oboe,Major Scales,203.920134,99.721271,303.64140499999996
Oboe,Sight-Reading,313.203719,49.632962,362.836681
