Instrument,ScoreGroup,Start,Duration,End
Bb Clarinet,Lyrical Etude,12.8,76.53877551,89.33877550999999
Bb Clarinet,Technical Etude,93.257142857,49.632653061,142.889795918
Bb Clarinet,Chromatic Scale,150.465306122,23.248979591,173.71428571299998
Bb Clarinet,Major Scales,182.073469387,123.820408163,305.89387754999996
Bb Clarinet,Sight-Reading,311.640816326,60.342857142,371.983673468
