Instrument,ScoreGroup,Start,Duration,End
Flute,Lyrical Etude,16.997006803,59.071564626,76.068571429
Flute,Technical Etude,81.92,23.12707483,105.04707483
Flute,Chromatic Scale,109.505306122,13.096054422,122.60136054399999
Flute,Major Scales,133.46829932,101.285442177,234.753741497
Flute,Sight-Reading,239.490612245,40.681360544,280.171972789
