Instrument,ScoreGroup,Start,Duration,End
Xylophone,Mallet Etude,15.023311,39.938322,54.961633
Snare Drum,Snare Etude,63.274376,46.672109,109.946485
Timpani,Timpani Etude,116.657052,43.769615,160.426667
Xylophone,Chromatic Scale,169.970068,10.983039,180.953107
Xylophone,Major Scales,191.634286,115.356735,306.991021
Xylophone,Sight-Reading,316.279002,35.410431,351.689433
Snare Drum,Sight-Reading,359.375238,31.648798,391.024036
