Instrument,ScoreGroup,Start,Duration,End
Bb Clarinet,Lyrical Etude,11.284897959,84.56707483,95.851972789
Bb Clarinet,Technical Etude,98.638367347,40.263401361,138.901768708
Bb Clarinet,Chromatic Scale,145.449795918,14.071292517,159.521088435
Bb Clarinet,Major Scales,166.347755102,123.576598639,289.924353741
Bb Clarinet,Sight-Reading,294.66122449,69.938503401,364.599727891
