Instrument,ScoreGroup,Start,Duration,End
Xylophone,Mallet Etude,10.514286,44.342857,54.857143
Snare Drum,Snare Etude,62.693878,93.257143,155.951021
Timpani,Timpani Etude,163.395918,105.404082,268.8
Xylophone,Chromatic Scale,277.339138,9.148662,286.4878
Xylophone,Major Scales,293.093878,102.008163,395.102041
Xylophone,Sight-Reading,401.333696,31.393379,432.72707499999996
Snare Drum,Sight-Reading,438.392744,29.442902,467.835646
