Instrument,ScoreGroup,Start,Duration,End
Flute,Lyrical Etude,11.261678,50.9678,62.229478
Flute,Technical Etude,66.873469,19.620862,86.494331
Flute,Chromatic Scale,91.95102,12.190476,104.141496
Flute,Major Scales,110.759184,92.647619,203.40680300000002
Flute,Sight-Reading,208.979592,52.941497,261.921089
