Instrument,ScoreGroup,Start,Duration,End
Alto Saxophone,Lyrical Etude,13.490793651,57.515827664,71.006621315
Alto Saxophone,Technical Etude,79.737324263,36.733968254,116.471292517
Alto Saxophone,Chromatic Scale,124.667936508,9.682721088,134.350657596
Alto Saxophone,Major Scales,142.849160998,78.437006803,221.286167801
Alto Saxophone,Sight-Reading,228.832653061,42.655056689,271.48770975
