Instrument,ScoreGroup,Start,Duration,End
Alto Saxophone,Lyrical Etude,10.959818594,56.656689342,67.616507936
Alto Saxophone,Technical Etude,72.353378684,20.990839002,93.34421768600001
Alto Saxophone,Chromatic Scale,99.845804988,10.774058956,110.619863944
Alto Saxophone,Major Scales,116.657052154,92.229659863,208.88671201699998
Alto Saxophone,Sight-Reading,216.595736961,49.50494331,266.100680271
