Instrument,ScoreGroup,Start,Duration,End
Xylophone,Mallet Etude,11.238458,36.01415,47.252608
Snare Drum,Snare Etude,54.868753,39.752562,94.621315
Timpani,Timpani Etude,101.355102,50.689161,152.044263
Xylophone,Chromatic Scale,160.194467,6.222948,166.417415
Xylophone,Major Scales,174.521179,76.62585,251.14702899999997
Xylophone,Sight-Reading,258.321995,32.461497,290.783492
Snare Drum,Sight-Reading,298.538957,36.826848,335.36580499999997
