Instrument,ScoreGroup,Start,Duration,End
Flute,Lyrical Etude,20.410340136,55.774331066,76.184671202
Flute,Technical Etude,83.034557823,23.266394558,106.300952381
Flute,Chromatic Scale,110.016145125,11.772517007,121.788662132
Flute,Major Scales,129.869206349,114.46276644,244.331972789
Flute,Sight-Reading,251.123809524,59.994557823,311.118367347
