Instrument,ScoreGroup,Start,Duration,End
Bb Clarinet,Lyrical Etude,15.603809524,93.344217687,108.948027211
Bb Clarinet,Technical Etude,116.471292517,27.306666667,143.777959184
Bb Clarinet,Chromatic Scale,154.923537415,15.046530612,169.970068027
Bb Clarinet,Major Scales,178.050612245,107.554829932,285.605442177
Bb Clarinet,Sight-Reading,292.292789116,45.696870748,337.989659864
