Instrument,ScoreGroup,Start,Duration,End
Bb Clarinet,Lyrical Etude,12.445895691,53.49877551,65.944671201
Bb Clarinet,Technical Etude,72.817777777,31.207619047,104.02539682400001
Bb Clarinet,Chromatic Scale,110.898503401,15.418049886,126.316553287
Bb Clarinet,Major Scales,134.118458049,119.814965986,253.933424035
Bb Clarinet,Sight-Reading,259.877732426,43.653514739,303.531247165
